"sample","scientific","maxn","family","genus","species","campaignid","latitude","longitude","date.time","location","status","depth","successful.count","successful.length","id","method"
"244","Pinguipedidae Parapercis nebulosa",2,"Pinguipedidae","Parapercis","nebulosa","2022-05_PtCloates_Naked-BOSS",-22.7347,113.5406,"21/05/2022 7:59","Point Cloates","No-take",93,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.244","BOSS"
"248","Pinguipedidae Parapercis nebulosa",1,"Pinguipedidae","Parapercis","nebulosa","2022-05_PtCloates_Naked-BOSS",-22.7609,113.5473,"19/05/2022 0:27","Point Cloates","No-take",76.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.248","BOSS"
"25","Pinguipedidae Parapercis nebulosa",1,"Pinguipedidae","Parapercis","nebulosa","2021-05_PtCloates_BOSS",-22.7262,113.4913,"20/05/2021 1:21","Point Cloates","Fished",208,"Yes","Yes","2021-05_PtCloates_BOSS.25","BOSS"
"250","Pinguipedidae Parapercis nebulosa",1,"Pinguipedidae","Parapercis","nebulosa","2022-05_PtCloates_Naked-BOSS",-22.6972,113.5605,"26/05/2022 6:06","Point Cloates","No-take",78.1,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.250","BOSS"
"251","Pinguipedidae Parapercis nebulosa",1,"Pinguipedidae","Parapercis","nebulosa","2022-05_PtCloates_Naked-BOSS",-22.7277,113.554,"23/05/2022 2:37","Point Cloates","No-take",76.4,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.251","BOSS"
"253","Pinguipedidae Parapercis nebulosa",3,"Pinguipedidae","Parapercis","nebulosa","2022-05_PtCloates_Naked-BOSS",-22.7509,113.538,"19/05/2022 3:26","Point Cloates","No-take",91.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.253","BOSS"
"254","Pinguipedidae Parapercis nebulosa",1,"Pinguipedidae","Parapercis","nebulosa","2022-05_PtCloates_Naked-BOSS",-22.6993,113.5499,"25/05/2022 7:40","Point Cloates","No-take",96,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.254","BOSS"
"255","Pinguipedidae Parapercis nebulosa",2,"Pinguipedidae","Parapercis","nebulosa","2022-05_PtCloates_Naked-BOSS",-22.7444,113.5428,"21/05/2022 5:59","Point Cloates","No-take",87.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.255","BOSS"
"256","Pinguipedidae Parapercis nebulosa",1,"Pinguipedidae","Parapercis","nebulosa","2022-05_PtCloates_Naked-BOSS",-22.7326,113.5465,"23/05/2022 2:09","Point Cloates","No-take",86.1,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.256","BOSS"
"259","Pinguipedidae Parapercis nebulosa",1,"Pinguipedidae","Parapercis","nebulosa","2022-05_PtCloates_Naked-BOSS",-22.7312,113.5443,"21/05/2022 8:24","Point Cloates","No-take",88.9,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.259","BOSS"
"262","Pinguipedidae Parapercis nebulosa",1,"Pinguipedidae","Parapercis","nebulosa","2022-05_PtCloates_Naked-BOSS",-22.7635,113.5347,"19/05/2022 2:45","Point Cloates","No-take",91,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.262","BOSS"
"271","Pinguipedidae Parapercis nebulosa",2,"Pinguipedidae","Parapercis","nebulosa","2022-05_PtCloates_Naked-BOSS",-22.6776,113.5654,"27/05/2022 1:32","Point Cloates","No-take",79.5,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.271","BOSS"
"272","Pinguipedidae Parapercis nebulosa",2,"Pinguipedidae","Parapercis","nebulosa","2022-05_PtCloates_Naked-BOSS",-22.7374,113.5422,"21/05/2022 7:45","Point Cloates","No-take",89.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.272","BOSS"
"31","Pinguipedidae Parapercis nebulosa",1,"Pinguipedidae","Parapercis","nebulosa","2021-05_PtCloates_BOSS",-22.7936,113.5041,"19/05/2021 7:43","Point Cloates","Fished",116,"Yes","Yes","2021-05_PtCloates_BOSS.31","BOSS"
"40","Pinguipedidae Parapercis nebulosa",2,"Pinguipedidae","Parapercis","nebulosa","2021-05_PtCloates_BOSS",-22.7809,113.4964,"19/05/2021 6:17","Point Cloates","Fished",138,"Yes","Yes","2021-05_PtCloates_BOSS.40","BOSS"
"47","Pinguipedidae Parapercis nebulosa",1,"Pinguipedidae","Parapercis","nebulosa","2021-05_PtCloates_BOSS",-22.7637,113.4839,"19/05/2021 5:28","Point Cloates","Fished",190,"Yes","Yes","2021-05_PtCloates_BOSS.47","BOSS"
"49","Pinguipedidae Parapercis nebulosa",3,"Pinguipedidae","Parapercis","nebulosa","2021-05_PtCloates_BOSS",-22.7986,113.4864,"19/05/2021 7:28","Point Cloates","Fished",148,"Yes","Yes","2021-05_PtCloates_BOSS.49","BOSS"
"50","Pinguipedidae Parapercis nebulosa",1,"Pinguipedidae","Parapercis","nebulosa","2021-05_PtCloates_BOSS",-22.7026,113.556,"20/05/2021 4:11","Point Cloates","No-take",77.6,"Yes","Yes","2021-05_PtCloates_BOSS.50","BOSS"
"9","Pinguipedidae Parapercis nebulosa",1,"Pinguipedidae","Parapercis","nebulosa","2021-05_PtCloates_BOSS",-22.6937,113.5389,"20/05/2021 4:21","Point Cloates","No-take",114,"Yes","Yes","2021-05_PtCloates_BOSS.9","BOSS"
"21","Pomacanthidae Chaetodontoplus spp",1,"Pomacanthidae","Chaetodontoplus","spp","2021-05_PtCloates_BOSS",-22.6963,113.544,"20/05/2021 4:33","Point Cloates","No-take",103,"Yes","Yes","2021-05_PtCloates_BOSS.21","BOSS"
"256","Pomacanthidae Pomacanthus semicirculatus",1,"Pomacanthidae","Pomacanthus","semicirculatus","2022-05_PtCloates_Naked-BOSS",-22.7326,113.5465,"23/05/2022 2:09","Point Cloates","No-take",86.1,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.256","BOSS"
"264","Pomacanthidae Pomacanthus semicirculatus",1,"Pomacanthidae","Pomacanthus","semicirculatus","2022-05_PtCloates_Naked-BOSS",-22.7655,113.5389,"19/05/2022 2:34","Point Cloates","No-take",81.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.264","BOSS"
"273","Pomacanthidae Pomacanthus semicirculatus",1,"Pomacanthidae","Pomacanthus","semicirculatus","2022-05_PtCloates_Naked-BOSS",-22.6741,113.5665,"27/05/2022 1:48","Point Cloates","No-take",77.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.273","BOSS"
"212","Pomacentridae Amblypomacentrus breviceps",1,"Pomacentridae","Amblypomacentrus","breviceps","2022-05_PtCloates_Naked-BOSS",-22.728,113.556,"23/05/2022 3:00","Point Cloates","No-take",75,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.212","BOSS"
"232","Priacanthidae Priacanthus hamrur",1,"Priacanthidae","Priacanthus","hamrur","2022-05_PtCloates_Naked-BOSS",-22.7576,113.5368,"19/05/2022 0:59","Point Cloates","No-take",90.9,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.232","BOSS"
"18","Priacanthidae Priacanthus spp",1,"Priacanthidae","Priacanthus","spp","2021-05_PtCloates_BOSS",-22.6838,113.5489,"20/05/2021 5:14","Point Cloates","No-take",102,"Yes","Yes","2021-05_PtCloates_BOSS.18","BOSS"
"19","Priacanthidae Priacanthus spp",1,"Priacanthidae","Priacanthus","spp","2021-05_PtCloates_BOSS",-22.7314,113.5313,"20/05/2021 0:09","Point Cloates","No-take",106,"Yes","Yes","2021-05_PtCloates_BOSS.19","BOSS"
"31","Priacanthidae Priacanthus spp",1,"Priacanthidae","Priacanthus","spp","2021-05_PtCloates_BOSS",-22.7936,113.5041,"19/05/2021 7:43","Point Cloates","Fished",116,"Yes","Yes","2021-05_PtCloates_BOSS.31","BOSS"
"50","Priacanthidae Priacanthus spp",1,"Priacanthidae","Priacanthus","spp","2021-05_PtCloates_BOSS",-22.7026,113.556,"20/05/2021 4:11","Point Cloates","No-take",77.6,"Yes","Yes","2021-05_PtCloates_BOSS.50","BOSS"
"270","Scombridae Scomberomorus spp",2,"Scombridae","Scomberomorus","spp","2022-05_PtCloates_Naked-BOSS",-22.7511,113.5387,"19/05/2022 3:37","Point Cloates","No-take",91,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.270","BOSS"
"264","Serranidae Cephalopholis sonnerati",1,"Serranidae","Cephalopholis","sonnerati","2022-05_PtCloates_Naked-BOSS",-22.7655,113.5389,"19/05/2022 2:34","Point Cloates","No-take",81.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.264","BOSS"
"270","Serranidae Cephalopholis sonnerati",1,"Serranidae","Cephalopholis","sonnerati","2022-05_PtCloates_Naked-BOSS",-22.7511,113.5387,"19/05/2022 3:37","Point Cloates","No-take",91,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.270","BOSS"
"273","Serranidae Cephalopholis sonnerati",2,"Serranidae","Cephalopholis","sonnerati","2022-05_PtCloates_Naked-BOSS",-22.6741,113.5665,"27/05/2022 1:48","Point Cloates","No-take",77.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.273","BOSS"
"201","Serranidae Epinephelus areolatus",1,"Serranidae","Epinephelus","areolatus","2022-05_PtCloates_Naked-BOSS",-22.7488,113.5378,"19/05/2022 3:50","Point Cloates","No-take",94.9,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.201","BOSS"
"211","Serranidae Epinephelus areolatus",1,"Serranidae","Epinephelus","areolatus","2022-05_PtCloates_Naked-BOSS",-22.7554,113.54,"19/05/2022 1:11","Point Cloates","No-take",87.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.211","BOSS"
"270","Serranidae Epinephelus multinotatus",1,"Serranidae","Epinephelus","multinotatus","2022-05_PtCloates_Naked-BOSS",-22.7511,113.5387,"19/05/2022 3:37","Point Cloates","No-take",91,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.270","BOSS"
"259","Serranidae Epinephelus spp",1,"Serranidae","Epinephelus","spp","2022-05_PtCloates_Naked-BOSS",-22.7312,113.5443,"21/05/2022 8:24","Point Cloates","No-take",88.9,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.259","BOSS"
"264","Serranidae Plectropomus spp",2,"Serranidae","Plectropomus","spp","2022-05_PtCloates_Naked-BOSS",-22.7655,113.5389,"19/05/2022 2:34","Point Cloates","No-take",81.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.264","BOSS"
"270","Serranidae Pseudanthias fasciata",1,"Serranidae","Pseudanthias","fasciata","2022-05_PtCloates_Naked-BOSS",-22.7511,113.5387,"19/05/2022 3:37","Point Cloates","No-take",91,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.270","BOSS"
"219","Serranidae Pseudanthias georgei",6,"Serranidae","Pseudanthias","georgei","2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,"21/05/2022 8:11","Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219","BOSS"
"201","Serranidae Pseudanthias spp",7,"Serranidae","Pseudanthias","spp","2022-05_PtCloates_Naked-BOSS",-22.7488,113.5378,"19/05/2022 3:50","Point Cloates","No-take",94.9,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.201","BOSS"
"211","Serranidae Pseudanthias spp",4,"Serranidae","Pseudanthias","spp","2022-05_PtCloates_Naked-BOSS",-22.7554,113.54,"19/05/2022 1:11","Point Cloates","No-take",87.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.211","BOSS"
"232","Serranidae Pseudanthias spp",3,"Serranidae","Pseudanthias","spp","2022-05_PtCloates_Naked-BOSS",-22.7576,113.5368,"19/05/2022 0:59","Point Cloates","No-take",90.9,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.232","BOSS"
"273","Serranidae Pseudanthias spp",10,"Serranidae","Pseudanthias","spp","2022-05_PtCloates_Naked-BOSS",-22.6741,113.5665,"27/05/2022 1:48","Point Cloates","No-take",77.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.273","BOSS"
"21","Serranidae Unknown spp",1,"Serranidae","Unknown","spp","2021-05_PtCloates_BOSS",-22.6963,113.544,"20/05/2021 4:33","Point Cloates","No-take",103,"Yes","Yes","2021-05_PtCloates_BOSS.21","BOSS"
"18","Sparidae Dentex spp",1,"Sparidae","Dentex","spp","2021-05_PtCloates_BOSS",-22.6838,113.5489,"20/05/2021 5:14","Point Cloates","No-take",102,"Yes","Yes","2021-05_PtCloates_BOSS.18","BOSS"
"33","Sparidae Dentex spp",2,"Sparidae","Dentex","spp","2021-05_PtCloates_BOSS",-22.7163,113.4963,"20/05/2021 1:54","Point Cloates","Fished",207,"Yes","Yes","2021-05_PtCloates_BOSS.33","BOSS"
"12","SUS SUS sus",2,"SUS","SUS","sus","2021-05_PtCloates_BOSS",-22.7137,113.5364,"20/05/2021 2:49","Point Cloates","No-take",107,"Yes","Yes","2021-05_PtCloates_BOSS.12","BOSS"
"13","SUS SUS sus",1,"SUS","SUS","sus","2021-05_PtCloates_BOSS",-22.7037,113.5389,"20/05/2021 3:16","Point Cloates","No-take",107,"Yes","Yes","2021-05_PtCloates_BOSS.13","BOSS"
"201","SUS SUS sus",1,"SUS","SUS","sus","2022-05_PtCloates_Naked-BOSS",-22.7488,113.5378,"19/05/2022 3:50","Point Cloates","No-take",94.9,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.201","BOSS"
"203","SUS SUS sus",1,"SUS","SUS","sus","2022-05_PtCloates_Naked-BOSS",-22.7548,113.55,"19/05/2022 1:44","Point Cloates","No-take",75.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.203","BOSS"
"21","SUS SUS sus",20,"SUS","SUS","sus","2021-05_PtCloates_BOSS",-22.6963,113.544,"20/05/2021 4:33","Point Cloates","No-take",103,"Yes","Yes","2021-05_PtCloates_BOSS.21","BOSS"
"210","SUS SUS sus",1,"SUS","SUS","sus","2022-05_PtCloates_Naked-BOSS",-22.686,113.5589,"27/05/2022 0:51","Point Cloates","No-take",87.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.210","BOSS"
"216","SUS SUS sus",1,"SUS","SUS","sus","2022-05_PtCloates_Naked-BOSS",-22.7451,113.5437,"21/05/2022 6:12","Point Cloates","No-take",86.5,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.216","BOSS"
"219","SUS SUS sus",2,"SUS","SUS","sus","2022-05_PtCloates_Naked-BOSS",-22.7317,113.543,"21/05/2022 8:11","Point Cloates","No-take",90.7,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.219","BOSS"
"225","SUS SUS sus",2,"SUS","SUS","sus","2022-05_PtCloates_Naked-BOSS",-22.7084,113.5624,"25/05/2022 6:33","Point Cloates","No-take",72.1,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.225","BOSS"
"226","SUS SUS sus",2,"SUS","SUS","sus","2022-05_PtCloates_Naked-BOSS",-22.7536,113.5408,"19/05/2022 1:30","Point Cloates","No-take",86.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.226","BOSS"
"237","SUS SUS sus",1,"SUS","SUS","sus","2022-05_PtCloates_Naked-BOSS",-22.7502,113.5462,"19/05/2022 4:02","Point Cloates","No-take",81.8,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.237","BOSS"
"249","SUS SUS sus",1,"SUS","SUS","sus","2022-05_PtCloates_Naked-BOSS",-22.7248,113.5444,"25/05/2022 4:07","Point Cloates","No-take",92.3,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.249","BOSS"
"251","SUS SUS sus",1,"SUS","SUS","sus","2022-05_PtCloates_Naked-BOSS",-22.7277,113.554,"23/05/2022 2:37","Point Cloates","No-take",76.4,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.251","BOSS"
"254","SUS SUS sus",2,"SUS","SUS","sus","2022-05_PtCloates_Naked-BOSS",-22.6993,113.5499,"25/05/2022 7:40","Point Cloates","No-take",96,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.254","BOSS"
"257","SUS SUS sus",1,"SUS","SUS","sus","2022-05_PtCloates_Naked-BOSS",-22.7001,113.5592,"25/05/2022 8:18","Point Cloates","No-take",79.4,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.257","BOSS"
"260","SUS SUS sus",1,"SUS","SUS","sus","2022-05_PtCloates_Naked-BOSS",-22.7177,113.5525,"25/05/2022 5:53","Point Cloates","No-take",83.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.260","BOSS"
"262","SUS SUS sus",1,"SUS","SUS","sus","2022-05_PtCloates_Naked-BOSS",-22.7635,113.5347,"19/05/2022 2:45","Point Cloates","No-take",91,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.262","BOSS"
"264","SUS SUS sus",1000,"SUS","SUS","sus","2022-05_PtCloates_Naked-BOSS",-22.7655,113.5389,"19/05/2022 2:34","Point Cloates","No-take",81.6,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.264","BOSS"
"266","SUS SUS sus",1,"SUS","SUS","sus","2022-05_PtCloates_Naked-BOSS",-22.7531,113.5301,"19/05/2022 3:11","Point Cloates","No-take",98.5,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.266","BOSS"
"270","SUS SUS sus",1000,"SUS","SUS","sus","2022-05_PtCloates_Naked-BOSS",-22.7511,113.5387,"19/05/2022 3:37","Point Cloates","No-take",91,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.270","BOSS"
"272","SUS SUS sus",1,"SUS","SUS","sus","2022-05_PtCloates_Naked-BOSS",-22.7374,113.5422,"21/05/2022 7:45","Point Cloates","No-take",89.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.272","BOSS"
"273","SUS SUS sus",11,"SUS","SUS","sus","2022-05_PtCloates_Naked-BOSS",-22.6741,113.5665,"27/05/2022 1:48","Point Cloates","No-take",77.2,"Yes","Yes","2022-05_PtCloates_Naked-BOSS.273","BOSS"
"29","SUS SUS sus",2,"SUS","SUS","sus","2021-05_PtCloates_BOSS",-22.7758,113.494,"19/05/2021 6:05","Point Cloates","Fished",152,"Yes","Yes","2021-05_PtCloates_BOSS.29","BOSS"
"33","SUS SUS sus",1,"SUS","SUS","sus","2021-05_PtCloates_BOSS",-22.7163,113.4963,"20/05/2021 1:54","Point Cloates","Fished",207,"Yes","Yes","2021-05_PtCloates_BOSS.33","BOSS"
"34","SUS SUS sus",1,"SUS","SUS","sus","2021-05_PtCloates_BOSS",-22.7662,113.4889,"19/05/2021 5:14","Point Cloates","Fished",179,"Yes","Yes","2021-05_PtCloates_BOSS.34","BOSS"
"4","SUS SUS sus",1,"SUS","SUS","sus","2021-05_PtCloates_BOSS",-22.7113,113.5415,"20/05/2021 3:01","Point Cloates","No-take",100,"Yes","Yes","2021-05_PtCloates_BOSS.4","BOSS"
"46","SUS SUS sus",1,"SUS","SUS","sus","2021-05_PtCloates_BOSS",-22.7463,113.5214,"20/05/2021 0:47","Point Cloates","Fished",113,"Yes","Yes","2021-05_PtCloates_BOSS.46","BOSS"
"29","Triakidae Unknown spp",1,"Triakidae","Unknown","spp","2021-05_PtCloates_BOSS",-22.7758,113.494,"19/05/2021 6:05","Point Cloates","Fished",152,"Yes","Yes","2021-05_PtCloates_BOSS.29","BOSS"
